# gunzip -c exp/mono/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py data/lang 
# Started at Thu Apr 22 16:16:03 PKT 2021
#
At utterance begin, SIL accounts for 93.7% of phone occurrences, with duration (median, mean, 95-percentile) is (54,56.0,109) frames.
At utterance begin, nonsilence accounts for 6.3% of phone occurrences, with duration (median, mean, 95-percentile) is (10,11.3,21) frames.
At utterance begin, M_B accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (11,10.9,16) frames.
At utterance begin, S_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (8,12.7,24) frames.
At utterance end, SIL accounts for 97.1% of phone occurrences, with duration (median, mean, 95-percentile) is (54,61.1,130) frames.
At utterance end, nonsilence accounts for 2.9% of phone occurrences, with duration (median, mean, 95-percentile) is (75,68.1,136) frames.
At utterance end, A_E_N_E accounts for 2.1% of phone occurrences, with duration (median, mean, 95-percentile) is (95,91.4,136) frames.
Overall, nonsilence accounts for 93.0% of phone occurrences, with duration (median, mean, 95-percentile) is (9,10.5,23) frames.
Overall, A_I accounts for 8.1% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.6,13) frames.
Overall, SIL accounts for 7.0% of phone occurrences, with duration (median, mean, 95-percentile) is (34,41.6,103) frames.
Overall, A_A_I accounts for 4.6% of phone occurrences, with duration (median, mean, 95-percentile) is (14,15.4,29) frames.
Overall, A_Y_E accounts for 4.4% of phone occurrences, with duration (median, mean, 95-percentile) is (11,13.0,29) frames.
Overall, K_B accounts for 4.0% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.4,14) frames.
Overall, I_I accounts for 3.0% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.2,13) frames.
Overall, R_I accounts for 2.9% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.2,14) frames.
Overall, I_I1_E accounts for 2.9% of phone occurrences, with duration (median, mean, 95-percentile) is (12,14.0,28) frames.
Overall, A_A_E accounts for 2.6% of phone occurrences, with duration (median, mean, 95-percentile) is (13,15.1,36) frames.
Overall, R_E accounts for 2.5% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.5,23) frames.
Overall, N_I accounts for 2.3% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.9,17) frames.
Overall, M_B accounts for 2.2% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.7,20) frames.
Overall, L_I accounts for 2.0% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.9,15) frames.
Overall, U_I accounts for 1.8% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.2,15) frames.
Overall, I_I1_I accounts for 1.8% of phone occurrences, with duration (median, mean, 95-percentile) is (11,12.0,24) frames.
Overall, S_B accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (13,14.2,26) frames.
