# gunzip -c exp/tri1_ali/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py data/lang 
# Started at Thu Apr 22 14:30:39 PKT 2021
#
At utterance begin, SIL accounts for 96.4% of phone occurrences, with duration (median, mean, 95-percentile) is (43,47.9,103) frames.
At utterance begin, nonsilence accounts for 3.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,9.1,18) frames.
At utterance begin, S_B accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (7,9.3,18) frames.
At utterance end, SIL accounts for 97.3% of phone occurrences, with duration (median, mean, 95-percentile) is (45,49.8,104) frames.
At utterance end, nonsilence accounts for 2.7% of phone occurrences, with duration (median, mean, 95-percentile) is (16,23.7,71) frames.
At utterance end, A_A_E accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (14,15.2,20) frames.
At utterance end, A_Y_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (3,4.6,9) frames.
At utterance end, A_E_N_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (62,60.7,74) frames.
At utterance end, I_I1_E accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (19,23.6,32) frames.
Overall, nonsilence accounts for 93.3% of phone occurrences, with duration (median, mean, 95-percentile) is (9,10.6,23) frames.
Overall, A_I accounts for 8.1% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.3,11) frames.
Overall, SIL accounts for 6.7% of phone occurrences, with duration (median, mean, 95-percentile) is (29,34.6,93) frames.
Overall, A_A_I accounts for 4.7% of phone occurrences, with duration (median, mean, 95-percentile) is (13,14.3,28) frames.
Overall, A_Y_E accounts for 4.4% of phone occurrences, with duration (median, mean, 95-percentile) is (11,13.7,35) frames.
Overall, K_B accounts for 4.0% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.3,13) frames.
Overall, I_I accounts for 3.0% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.2,12) frames.
Overall, R_I accounts for 3.0% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.9,15) frames.
Overall, I_I1_E accounts for 2.9% of phone occurrences, with duration (median, mean, 95-percentile) is (12,14.7,36) frames.
Overall, A_A_E accounts for 2.6% of phone occurrences, with duration (median, mean, 95-percentile) is (12,16.1,42) frames.
Overall, R_E accounts for 2.5% of phone occurrences, with duration (median, mean, 95-percentile) is (8,10.1,29) frames.
Overall, N_I accounts for 2.3% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.9,17) frames.
Overall, M_B accounts for 2.2% of phone occurrences, with duration (median, mean, 95-percentile) is (9,10.4,20) frames.
Overall, L_I accounts for 2.0% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.1,15) frames.
Overall, I_I1_I accounts for 1.8% of phone occurrences, with duration (median, mean, 95-percentile) is (11,11.7,23) frames.
Overall, U_I accounts for 1.8% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.8,13) frames.
Overall, S_B accounts for 1.7% of phone occurrences, with duration (median, mean, 95-percentile) is (13,14.5,26) frames.
Overall, A_Y_I accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (11,11.1,21) frames.
Overall, O_O_I accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (12,12.6,24) frames.
Overall, S_I accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (13,13.8,22) frames.
Overall, H_I accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.4,17) frames.
Overall, A_Y_N_E accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (13,16.3,37) frames.
Overall, H_B accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (8,10.9,37) frames.
Overall, U_U_I accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (12,12.2,22) frames.
Overall, B_B accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.8,21) frames.
Overall, J_I accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.1,17) frames.
Overall, V_I accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.5,17) frames.
Overall, M_I accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.0,16) frames.
Overall, N_B accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.2,17) frames.
Overall, D_D_I accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.1,14) frames.
Overall, O_O_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (12,14.4,35) frames.
Overall, Z_I accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (11,10.9,19) frames.
Overall, P_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.1,13) frames.
Overall, A_E1_I accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (11,11.8,22) frames.
Overall, N_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (10,12.9,30) frames.
Overall, T_D_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.5,12) frames.
