# gunzip -c exp/tri3a_ali/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py data/lang 
# Started at Thu Apr 22 13:51:05 PKT 2021
#
At utterance begin, SIL accounts for 92.0% of phone occurrences, with duration (median, mean, 95-percentile) is (36,39.3,85) frames.
At utterance begin, nonsilence accounts for 8.0% of phone occurrences, with duration (median, mean, 95-percentile) is (13,13.4,25) frames.
At utterance begin, M_B accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (11,12.1,18) frames.
At utterance begin, S_B accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (18,16.2,26) frames.
At utterance end, SIL accounts for 94.8% of phone occurrences, with duration (median, mean, 95-percentile) is (49,55.2,119) frames.
At utterance end, nonsilence accounts for 5.2% of phone occurrences, with duration (median, mean, 95-percentile) is (66,64.3,127) frames.
At utterance end, A_E_N_E accounts for 3.9% of phone occurrences, with duration (median, mean, 95-percentile) is (73,80.5,131) frames.
At utterance end, A_Y_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.3,16) frames.
Overall, nonsilence accounts for 92.4% of phone occurrences, with duration (median, mean, 95-percentile) is (10,11.1,24) frames.
Overall, A_I accounts for 8.0% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.7,12) frames.
Overall, SIL accounts for 7.6% of phone occurrences, with duration (median, mean, 95-percentile) is (20,29.4,88) frames.
Overall, A_A_I accounts for 4.6% of phone occurrences, with duration (median, mean, 95-percentile) is (13,13.8,24) frames.
Overall, A_Y_E accounts for 4.3% of phone occurrences, with duration (median, mean, 95-percentile) is (12,14.7,37) frames.
Overall, K_B accounts for 3.9% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.1,14) frames.
Overall, I_I accounts for 3.0% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.7,13) frames.
Overall, R_I accounts for 2.9% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.2,14) frames.
Overall, I_I1_E accounts for 2.8% of phone occurrences, with duration (median, mean, 95-percentile) is (12,14.2,33) frames.
Overall, A_A_E accounts for 2.6% of phone occurrences, with duration (median, mean, 95-percentile) is (13,16.3,39) frames.
Overall, R_E accounts for 2.5% of phone occurrences, with duration (median, mean, 95-percentile) is (8,10.9,29) frames.
Overall, N_I accounts for 2.3% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.1,16) frames.
Overall, M_B accounts for 2.1% of phone occurrences, with duration (median, mean, 95-percentile) is (10,11.7,21) frames.
Overall, L_I accounts for 2.0% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.6,16) frames.
Overall, U_I accounts for 1.8% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.2,13) frames.
Overall, I_I1_I accounts for 1.8% of phone occurrences, with duration (median, mean, 95-percentile) is (11,11.8,22) frames.
Overall, S_B accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (13,14.5,27) frames.
Overall, A_Y_I accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (11,11.3,21) frames.
Overall, O_O_I accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (12,12.6,23) frames.
Overall, S_I accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (13,13.2,21) frames.
Overall, A_Y_N_E accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (14,16.0,37) frames.
Overall, H_I accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.3,17) frames.
Overall, H_B accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.9,23) frames.
Overall, U_U_I accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (12,13.0,24) frames.
Overall, B_B accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (9,10.8,22) frames.
Overall, J_I accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.2,17) frames.
Overall, V_I accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.2,16) frames.
